TRAINSEG_1,1
TRAINSEG_2,2
TRAINSEG_3,10
TRAINSEG_4,11
TRAINSEG_5,12
TRAINSEG_6,13
TRAINSEG_7,14
TRAINSEG_8,15
TRAINSEG_9,18
TRAINSEG_10,19
TRAINSEG_11,20
TRAINSEG_12,21
TRAINSEG_13,20
TRAINSEG_14,21
TRAINSEG_15,20
TRAINSEG_16,21
TRAINSEG_17,20
TRAINSEG_18,21
TRAINSEG_19,24
TRAINSEG_20,2
TRAINSEG_21,25
TRAINSEG_22,2
TRAINSEG_23,11
TRAINSEG_24,26
TRAINSEG_25,2
TRAINSEG_26,27
TRAINSEG_27,26
TRAINSEG_28,27
TRAINSEG_29,28
TRAINSEG_30,29
TRAINSEG_31,14
TRAINSEG_32,30
TRAINSEG_33,32
TRAINSEG_34,33
TRAINSEG_35,32
TRAINSEG_36,33
TRAINSEG_37,34
TRAINSEG_38,32
TRAINSEG_39,33
TRAINSEG_40,36
TRAINSEG_41,37
TRAINSEG_42,38
TRAINSEG_43,39
TRAINSEG_44,40
TRAINSEG_45,45
TRAINSEG_46,46
TRAINSEG_47,1
TRAINSEG_48,2
TRAINSEG_49,5
TRAINSEG_50,2
TRAINSEG_51,10
TRAINSEG_52,11
TRAINSEG_53,12
TRAINSEG_54,13
TRAINSEG_55,14
TRAINSEG_56,15
TRAINSEG_57,18
TRAINSEG_58,19
TRAINSEG_59,20
TRAINSEG_60,21
TRAINSEG_61,20
TRAINSEG_62,21
TRAINSEG_63,20
TRAINSEG_64,21
TRAINSEG_65,20
TRAINSEG_66,21
TRAINSEG_67,24
TRAINSEG_68,2
TRAINSEG_69,25
TRAINSEG_70,2
TRAINSEG_71,11
TRAINSEG_72,26
TRAINSEG_73,2
TRAINSEG_74,27
TRAINSEG_75,26
TRAINSEG_76,27
TRAINSEG_77,28
TRAINSEG_78,29
TRAINSEG_79,14
TRAINSEG_80,30
TRAINSEG_81,32
TRAINSEG_82,33
TRAINSEG_83,32
TRAINSEG_84,33
TRAINSEG_85,34
TRAINSEG_86,32
TRAINSEG_87,33
TRAINSEG_88,36
TRAINSEG_89,37
TRAINSEG_90,38
TRAINSEG_91,39
TRAINSEG_92,40
TRAINSEG_93,11
TRAINSEG_94,42
TRAINSEG_95,12
TRAINSEG_96,42
TRAINSEG_97,10
TRAINSEG_98,42
TRAINSEG_99,43
TRAINSEG_100,44
TRAINSEG_101,14
TRAINSEG_102,15
TRAINSEG_103,45
TRAINSEG_104,46
TRAINSEG_105,1
TRAINSEG_106,2
TRAINSEG_107,10
TRAINSEG_108,11
TRAINSEG_109,12
TRAINSEG_110,13
TRAINSEG_111,14
TRAINSEG_112,15
TRAINSEG_113,18
TRAINSEG_114,19
TRAINSEG_115,20
TRAINSEG_116,21
TRAINSEG_117,20
TRAINSEG_118,21
TRAINSEG_119,20
TRAINSEG_120,21
TRAINSEG_121,20
TRAINSEG_122,21
TRAINSEG_123,24
TRAINSEG_124,2
TRAINSEG_125,25
TRAINSEG_126,2
TRAINSEG_127,11
TRAINSEG_128,26
TRAINSEG_129,2
TRAINSEG_130,27
TRAINSEG_131,26
TRAINSEG_132,27
TRAINSEG_133,28
TRAINSEG_134,29
TRAINSEG_135,14
TRAINSEG_136,30
TRAINSEG_137,32
TRAINSEG_138,33
TRAINSEG_139,32
TRAINSEG_140,33
TRAINSEG_141,34
TRAINSEG_142,32
TRAINSEG_143,33
TRAINSEG_144,36
TRAINSEG_145,37
TRAINSEG_146,38
TRAINSEG_147,39
TRAINSEG_148,40
TRAINSEG_149,11
TRAINSEG_150,42
TRAINSEG_151,12
TRAINSEG_152,42
TRAINSEG_153,10
TRAINSEG_154,42
TRAINSEG_155,43
TRAINSEG_156,44
TRAINSEG_157,14
TRAINSEG_158,15
TRAINSEG_159,45
TRAINSEG_160,46
TRAINSEG_161,1
TRAINSEG_162,2
TRAINSEG_163,5
TRAINSEG_164,2
TRAINSEG_165,10
TRAINSEG_166,11
TRAINSEG_167,12
TRAINSEG_168,13
TRAINSEG_169,14
TRAINSEG_170,15
TRAINSEG_171,18
TRAINSEG_172,19
TRAINSEG_173,20
TRAINSEG_174,21
TRAINSEG_175,20
TRAINSEG_176,21
TRAINSEG_177,20
TRAINSEG_178,21
TRAINSEG_179,20
TRAINSEG_180,21
TRAINSEG_181,24
TRAINSEG_182,2
TRAINSEG_183,25
TRAINSEG_184,2
TRAINSEG_185,11
TRAINSEG_186,26
TRAINSEG_187,2
TRAINSEG_188,27
TRAINSEG_189,26
TRAINSEG_190,27
TRAINSEG_191,28
TRAINSEG_192,29
TRAINSEG_193,14
TRAINSEG_194,30
TRAINSEG_195,32
TRAINSEG_196,33
TRAINSEG_197,32
TRAINSEG_198,33
TRAINSEG_199,34
TRAINSEG_200,32
TRAINSEG_201,33
TRAINSEG_202,36
TRAINSEG_203,37
TRAINSEG_204,38
TRAINSEG_205,39
TRAINSEG_206,40
TRAINSEG_207,11
TRAINSEG_208,42
TRAINSEG_209,12
TRAINSEG_210,42
TRAINSEG_211,10
TRAINSEG_212,42
TRAINSEG_213,43
TRAINSEG_214,44
TRAINSEG_215,14
TRAINSEG_216,15
TRAINSEG_217,45
TRAINSEG_218,46
TRAINSEG_219,1
TRAINSEG_220,2
TRAINSEG_221,5
TRAINSEG_222,10
TRAINSEG_223,11
TRAINSEG_224,13
TRAINSEG_225,14
TRAINSEG_226,15
TRAINSEG_227,22
TRAINSEG_228,19
TRAINSEG_229,20
TRAINSEG_230,21
TRAINSEG_231,2
TRAINSEG_232,24
TRAINSEG_233,25
TRAINSEG_234,11
TRAINSEG_235,26
TRAINSEG_236,2
TRAINSEG_237,27
TRAINSEG_238,26
TRAINSEG_239,27
TRAINSEG_240,28
TRAINSEG_241,29
TRAINSEG_242,14
TRAINSEG_243,30
TRAINSEG_244,34
TRAINSEG_245,32
TRAINSEG_246,33
